ID,Username,Isi Thread,teks_bersih,label,prediksi_cv
128,accelerationtax,"Perspektif Internal DJP: Trigger Undangan bagi Wajib Pajak Orang Pribadi
Tahun lalu, tim kami sempat berdiskusi santai dengan salah satu mantan pegawai DJP. Banyak cerita yang kami dapatkan dari perspektif internal, salah satunya adalah trigger dasar mereka untuk mengundang Wajib Pajak melalui SP2DK, Helicopter View yang menjadi dasar analisis dari suatu grup perusahaan atau perusahaan afiliasi, dan masih banyak lagi.",perspektif internal djp trigger undang wajib pajak pribadi tahun lalu tim sempat diskus santai salah satu mantan pegawai djp cerita dapat perspektif internal salah satu trigger dasar undang wajib pajak lalu helicopter view jadi dasar analisis suatu grup usaha usaha afiliasi,netral,netral
129,pajaksmart,"Gue DIPECAT IKPI gara gara urusan merekam oknum pajak di KPP, sekarang IKPI terbitkan berita sidang gue di MK yang mempersoalkan Larangan Merekam di KPP 😂🤣",pecat ikpi gara gara urus rekam oknum pajak kpp sekarang ikpi terbit berita sidang soal larang rekam kpp,negatif,negatif
130,navigatax,"Halo threads... perkenalkan saya seorang konsultan pajak, lulusan dari STAN, ex pegawai DJP selama 12 tahun, total sudah 15 tahun ngurusin pajak.
Saat ini saya membuka jasa konsultasi perpajakan, termasuk pelaporan SPT Tahunan dan juga pembuatan Laporan Keuangan. Untuk harga masih negotiable... Jika ada yang tertarik menggunakan jasa saya, bisa langsung DM aja ya...",halo threads kenal orang konsultan pajak lulus stan pegawai djp lama tahun total tahun ngurusin pajak buka jasa konsultasi paja masuk lapor spt tahun buat lapor uang harga negotiable tarik guna jasa langsung,netral,positif
131,sapto_su,"Banyak pegawai bagian pajak yang ngambek dan ngomel2 dengan keluarnya PMK 44, karena ada pasal yg menyebutkan bahwa non konsultan tapi punya brevet atau lulusan D3 pajak negeri/swasta dengan akreditasi A hanya bisa jadi Kuasa WP sampai dengan 31 Desember 2026.
Mereka merasa sia2 ambil kursus brevet atau kuliah di pajak karena hanya bisa dipakai sampai akhir tahun saja dan berikutnya perusahaan harus pakai konsultan sehingga kompetensi mereka tidak lagi bisa dipakai sebagai Kuasa Perusahaan.",pegawai bagi pajak ngambek ngomel keluar pmk pasal sebut non konsultan brevet lulus pajak negeri swasta akreditasi kuasa wajib pajak desember rasa sia ambil kursus brevet kuliah pajak pakai akhir tahun ikut usaha pakai konsultan kompetensi tidak_dipakai kuasa usaha,negatif,netral
132,juun_ajun,"Penasaran banget, itu orang2 yang kerja di PAJAK pada bisa tidur tenang ga sih?",penasaran kerja pajak tidur tenang tidak,netral,negatif
133,kensugijanto,"Pemerintah yaampun cari2 terus ya
buat dapet uang pajak..
Sampe orang pajak nya aja stress curhat ke kita dikejar deadline sehari harus ke minimal 7 tempat baru untuk cari mangsa, sedangkan uang setoran pajak nya sampe atas menguap
Iya itu mereka yang bilang..
""SAMPE ATAS NGUAP",perintah yaampun cari terus dapet uang pajak sampe pajak stress curhat kejar deadline hari minimal tempat baru cari mangsa uang setor pajak sampe atas uap bilang sampe atas nguap,negatif,negatif
134,mister_ikhsan,"BPJS-JHT Kena Pajak -
Hari ini banyak banget threads muncul bahas ini, padahal peraturan itu dah lama, bukan kebijakan baru
dan yg bikin penasaran
Kalian habis resign ? Barengan banget??
Uang JHT kalian diatas 50 juta?",bpjs jht kena pajak hari threads muncul bahas padahal atur lama bukan_kebijakan baru bikin penasaran kalian habis resign bareng uang jht kalian atas juta,netral,negatif
135,yuniverselifee,"Kenapa orang selalu mempermasalahkan PNS dibayar dari “pajak”? Kan orang kerja emng harus digaji 😭😭
Gak sekalian tuh dibilang penghasilan kang cilok dari uang kita, penghasilan pegawai indomi juga dari uang kita, semuanya deh pokoknya dari uang kita 😭",selalu masalah pns bayar pajak kerja emng gaji tidak_sekalian bilang hasil kang cilok uang hasil pegawai indomi uang semua pokok uang,positif,negatif
136,agylfirmansyah,"gaes, ada ga si oknum konsultan pajak, yg seolah"" membantu klien wajib pajak, tapi dibelakang klien juga bantu AR pajak nya untuk dapat setoran lebih banyak, main 2 kaki istilahnya 🥲",gaes tidak_oknum konsultan pajak bantu klien wajib pajak belakang klien bantu account representative pajak setor main kaki istilah,negatif,netral
137,ahmadmuhlis_,Ngeri.. skg yang ga bayar pajak bakal di datangi kerumah selain petugas pajak.. juga ada babinsa dari TNI dan Polri .. ini gmn gaes.. kok mirip Orba.. katanya klo suatu negara sudah memajaki segala macam sampai dipaksa.. pertanda negara itu dalam ancaman bangkrut alias mau kolaps..,ngeri skg tidak_bayar pajak bakal datang rumah tugas pajak babinsa tni polri gaes mirip orba kata suatu negara pajak segala macam paksa tanda negara ancam bangkrut alias mau kolaps,negatif,negatif
138,,"Kemarin diskusi sama karyawan DJP, saya bilang PPh 25 kan cicilan yg dibayar dimuka oleh WP Dan blm merupakan kewajiban yg harus dibayar ttp knp klo WP telat atau tidak bayar pada setiap bulanya dikenakan Sanksi, Dan hrsnya itu pilihan bukan jadi kewajiban krn bisa dibayar akhir Tahun saat perhitungan SPT??? Dia jawab iya pak tapi klo semua WP bayar di akhir Tahun Gajian kami para ASN setiap bulan Dari mana pak????😂😂😂digaji rakyat",kemarin diskusi sama karyawan djp bilang pph cicil bayar muka wajib pajak belum_merupakan wajib bayar ttp wajib pajak telat tidak_bayar bulanya kena sanksi hrsnya pilih bukan_kewajiban bayar akhir tahun hitung spt jawab pak wajib pajak bayar akhir tahun gaji asn bulan pak gaji rakyat,negatif,positif
139,awaluddinrizal,"Dear Dirjen Pajak :
Kita gak pernah nolak buat bayar pajak, tapi nampaknya anda ada gilanya melibatkan Babinsa TNI Polri untuk pengawasan kepatuhan pajak",dear dirjen pajak tidak_pernah nolak bayar pajak nampaknya gila libat babinsa tni polri awas patuh pajak,negatif,negatif
140,jnsjnsjnsjnsjnss,"Lulus STAN Tahun 2018, penempatan Kemenkeu, penempatan homebase dari 2019-sekarang, seru-seru aja. Bangun pagi bisa santai sempat olahraga, masuk-pulang tenggo, bisa sambil kuliah, no complaints sih sampai detik ini. Makasih STAN 🫶",lulus stan tahun tempat kemenkeu tempat homebase sekarang seru seru bangun pagi santai sempat olahraga masuk pulang tenggo kuliah complaints detik makasih stan,positif,positif
141,sapto_su,"Alumni STAN yang resign dari DJP itu banyak sekali. Jadi, resign dari DJP sebenarnya sudah menjadi hal yang sangat wajar, bukan sesuatu yang aneh lagi.
Dari lingkungan saya saja sudah ada cukup banyak contohnya.
Proses resign saya sendiri diperlancar karena ada rekomendasi dari teman sesama eks DJP yang kini menjadi Konsultan Pajak. Kebetulan salah satu kliennya sedang membutuhkan Tax Manager. Akhirnya saya resign dan bergabung sebagai Tax Manager di perusahaan tersebut.",alumni stan resign djp sekali resign djp benar jadi wajar bukan_aneh lingkung cukup contoh proses resign sendiri lancar rekomendasi teman sama eks djp kini jadi konsultan pajak betul salah satu klien sedang butuh tax manager akhir resign gabung tax manager usaha,netral,netral
142,annasiska_rgg,"Hari ini kantor disamperin tim Kepatuhan DJP. Bukan mau meriksa, tapi mau memastikan kalau proses pencairan Lebih Bayar (Restitusi) atas pemeriksaan 2024 kemarin berjalan 100% bersih tanpa ada oknum yang minta uang/pungli.
Senang banget melihat langsung reformasi integritas DJP di lapangan. Bisnis tenang kalau ekosistemnya bersih. Kudos, DJP! 👏💼 #BanggaBayarPajak #Integritas",hari kantor disamperin tim patuh djp bukan_mau meriksa mau pasti proses cair bayar restitusi atas pemeriksaan kemarin jalan bersih tanpa_oknum minta uang pungli senang lihat langsung reformasi integritas djp lapang bisnis tenang ekosistem bersih dos djp banggabayarpajak integritas,positif,negatif
143,yeshafdrna,"Punya sepupu ASN di Kementerian eselon yang katanya THP paling tinggi se Indonesia. Usia 34thn udah Kepala Seksi, sering dapat penghargaan (gak pernah di post di sosmed taunya dari tante yg post di group wa keluarga 🤭), istrinya dokter spesialis minor, praktek 3 hari aja/minggu sisanya ngurus anak2. Mobil sepupuku keluaran thn 90an beli bekas, kacanya masih diputar. Mobil istrinya city car beli bekas juga. Istrinya gak pernah pake tas branded pakenya tas UMKM.",sepupu asn menteri eselon kata thp paling tinggi indonesia usia tahun kepala seksi sering harga tidak_pernah post sosmed tau tante post group keluarga istri dokter spesialis minor praktek hari minggu sisa ngurus anak mobil sepupu keluar tahun beli bekas kaca putar mobil istri city car beli bekas istri tidak_pernah pake tas branded pakenya tas umkm,positif,positif
144,priyantarno,"Kemenkeu memulai hal yg baru, melarang ex DJP menjadi kuasa wajib pajak 5 tahun setelah berhenti
Nah bagus nih dicontoh sama negara, presiden dan wakil presiden yg menjabat dua priode ketika berhenti, maka selama 5 tahun setelah berhenti dia dan keluarganya TDK boleh aktif dalam politik, alasannya yg kayak DJP , bahaya bisa mempengaruhi kebijakan
Tp pasti akan ditolak Krn semua orang sama di mata hukum dan memiliki hak yg sama
Wkwkwk",kemenkeu mulai baru larang djp jadi kuasa wajib pajak tahun henti nah bagus contoh sama negara presiden wakil presiden jabat priode henti lama tahun henti keluarga tidak_aktif politik alas kayak djp bahaya pengaruh bijak tolak sama mata hukum milik hak sama wkwkwk,positif,negatif
145,ikidatsu,"nyesek banget mau berangkat kantor. males ketemu si cewe toxic mental pembully itu. mana gue cengeng lagi anaknya. btw si cewe ini kelahiran 2000, ga ada adabnya sama yg baru kenal. tai lah djp ini, kebanyakan isinya orang yg sifatnya toxic. kebanyakan isinya pasien spkj. stress semua stress",nyesek mau berangkat kantor males ketemu cewe toxic mental pembully cengeng anak btw cewe lahir tidak_adabnya sama baru kenal tai djp banyak isi sifat toxic banyak isi pasien spkj stress stress,negatif,negatif
146,brotov,"Infonya gara2 pernah mengancam akan membubarkan institusi dibawah lingkungan Kemenkeu, beliau diberi panggilan baru PURBACOT! oleh pegawai di institusi tersebut
BENARKAH?😲
*Onokonokbae
😁😁",info gara pernah ancam bubar institusi bawah lingkung kemenkeu beliau beri panggil baru purbacot pegawai institusi benar onokonokbae,negatif,netral
147,jshdnl,"Program lucu djp
Survey Kepatuhan Wajib Pajak
Like, bukankah penggunaan pajaknya lbh urgent utk disurvey kepatuhannya?",program lucu djp survey patuh wajib pajak like bukankah guna pajak lbh urgent disurvey patuh,negatif,netral
148,sucianamarida,"Tax officer to tax officer,
Semuak apa kalian sama yg namanya PMK, SP2DK, dan PEMERIKSAAN ????
Aku selalu ""PENGEN RESIGN"" sampe nangis nangis ovt tapi besoknya masih di kerjain 😭 besoknya masih pergi ngantor 😭",tax officer tax officer muak kalian sama nama pmk pemeriksaan selalu ken resign sampe nang nang ovt besok kerjain besok pergi ngantor,negatif,negatif
149,insaniinsani,"Subuh ini, tiba-tiba klien putus kontrak by WA, ga akan lanjut kerjasama. Dari 2 minggu lalu pun udah ada gelagat begitu, awalnya SP2DKnya aku yg kerjain, tiba-tiba telepon, cerita kalau ada kenalannya dia kenal orang ex pegawai DJP, kemudian bisa bantu urus SP2DK dengan dalih ""kenal ARnya, dulu teman sekantor, jadi beliau yg mau bantu""
Oke. Tentu dong Aku mah gpp, karna resiko klien ini gede bgt, ga punya data sama sekali kecuali rekening koran, Alhamdulillah gajadi pusing kan.",subuh tiba tiba klien putus kontrak tidak_lanjut kerjasama minggu lalu gelagat awal dknya kerjain tiba tiba telepon cerita kenal kenal pegawai djp kemudian bantu urus dalih kenal arnya dulu teman kantor beliau mau bantu mah gpp resiko klien besar tidak_data sama sekali rekening koran alhamdulillah gajadi pusing,negatif,negatif
150,ifan.ra,"Ada temen yang kena SP2DK dari DJP. Yang bikin kaget bukan soal berapa yang harus dijelasin, tapi caranya DJP tau: bukan dari SPT, bukan dari laporan bank. Dari Instagram dia jualan.",temen kena djp bikin kaget bukan_soal berapa dijelasin cara djp tau bukan_spt bukan_laporan bank instagram jual,netral,negatif
151,pembela_kebenaran_7,"Pengusulan peserta Komcad ASN di Direktorat Jenderal Pajak berpotensi tidak sesuai dengan UU 23 2019:
1. Sebagaimana diatur dalam pasal 28 ayat (2) berbunyi “ Komponen Cadangan sebagaimana dimaksud pada ayat (1) huruf a merupakan pengabdian dalam usaha pertahanan negara yang bersifat sukarela.”
2. Peserta tidak diambil dari penawaran terbuka, melainkan USULAN dari Kantor yang banyak diantaranya tidak dilakukan konfirmasi kepada pegawai yang diusulkan.",usul serta komcad asn direktorat jenderal pajak potensi tidak_sesuai bagaimana atur pasal ayat bunyi komponen cadang bagaimana maksud ayat huruf rupa abdi usaha tahan negara sifat sukarela serta tidak_diambil tawar buka usul kantor antara tidak_dilakukan konfirmasi pegawai usul,negatif,negatif
152,prslksn66_,"Halo threads,
Pertemukan saya dengan Penyidik Tindak Pidana Perpajakan.
Ingin berdiskusi sebuah kasus. 😄",halo threads temu sidik tindak pidana paja diskus buah kasus,netral,netral
153,beka.moya,"Dari ex-DJP untuk Wajib Pajak:
Laporlah sebelum data yang melapor👀",djp wajib pajak lapor data lapor,netral,positif
154,navigatax,"Pembahasan SP2DK di KPP bareng AR... 30% bahas materi SP2DK, 70% sharing cerita2 tentang resign dari DJP...😅",bahas kpp bareng account representative bahas materi sharing cerita resign djp,negatif,netral
155,nilacorneliana,"TNI dilibatkan utk pengawasan dalam hal Pajak.
Ini udh diluar tupoksi nya aparat.
The real semua dimiliterisasi, mana 2029 masih lama lagi 🥹.",tni libat awas pajak luar tupoksi aparat the real militer lama,negatif,negatif
156,diditkhan,"Halo 
@ditjenpajakri
 datanya bocorkah ?
🥲",halo data bocor,negatif,netral
157,davin.arkn,"ada yang pernah dapet surat cinta dari dirjen pajak perkara lebih bayar Rp 2,500? ini beneran didatengin gak sih ke rumah 😂",pernah dapet surat cinta dirjen pajak perkara bayar beneran didatengin tidak_rumah,negatif,negatif
158,ayndines,"baru tau pegawi djp pada kena target, pusing juga yaaak (?)
niiii koruptor2 asu smg sengsara dunia akhirat",baru tau pegawi djp kena target pusing yak koruptor asu smg sengsara dunia akhirat,negatif,negatif
159,sakti_alfattaah,"Nightmare banget sih, jam 3.34 dapet email dari DJP katanya saya disuruh ngelunasin utang pajak. Perasaan gak punya utang pajak apapun sama negara. 😌",nightmare jam dapet email djp kata suruh ngelunasin utang pajak asa tidak_utang pajak apa sama negara,negatif,negatif
160,myyournamecl,"Lagi kepikiran..
Knp ya pajak kita tuh punya wewenang pemeriksaan sampai bbrp thun kebelakang..
Kan kta udh disuruh hitung sendiri, bayar jugaa, udh lapor di thn yg sama. Eh tiba2 3 thn kedepan, orang pajak berhak memeriksa dan kenain denda lagi kalau laporan kita salah..
Jadi mrka mengakui kalau mrka ga kompeten utk mengecek semua laporan pajak di tahun yg sama dan kita yg harus nanggung bebannya? 🥲",pikir pajak wewenang pemeriksaan bbrp thun belakang kta suruh hitung sendiri bayar jugaa lapor tahun sama tiba tahun depan pajak hak periksa kenain denda lapor salah mrka aku mrka tidak_kompeten ecek lapor pajak tahun sama nanggung beban,negatif,positif
161,yanglagiheboh,"🔥 DJP sekarang bisa web scraping, remote sensing, sampai pantau media sosial lo. Plus gandeng Babinsa buat sisir wilayah. Era baru pengawasan pajak: lo diem di rumah pun tetap kecium",djp sekarang web scraping remote sensing pantau media sosial plus gandeng babinsa sisir wilayah era baru awas pajak diem rumah tetap cium,positif,negatif
162,revheadid,"PEMUTIHAN PAJAK KENDARAAN AGUSTUS 2026 🏍️⛽
Bro, cek STNK lo sekarang juga. Ada 13 provinsi yang lagi ngadain pemutihan pajak kendaraan bulan ini — alias lo bisa bayar pajak tanpa denda, bahkan ada yang diskon pokok pajaknya!
Ini bukan drill. Beberapa cuma berlaku sampai 31 Agustus. Sayang banget kalo kelewat.",mutih pajak kendara agustus bro cek stnk sekarang provinsi ngadain mutih pajak kendara bulan alias bayar pajak tanpa_denda bahkan diskon pokok pajak bukan_drill beberapa cuma laku agustus sayang lewat,positif,negatif
163,he.lmi2631,Yang paling aman itu justru yang tidak punya NPWP.. Mereka tidak membayar pajak sama sekali dan tidak dipusingkan oleh pajak padahal tetangga ku online Shopee perbulan milyaran omset nya tetapi tidak mau tau dan tidak mau bayar pajak sama sekali sampai skrng aman aman saja,paling aman justru tidak_npwp tidak_membayar pajak sama sekali tidak_dipusingkan pajak padahal tetangga online shopee bulan milyaran omset tidak_mau tau tidak_mau bayar pajak sama sekali sekarang aman aman,negatif,negatif
164,pajaksmart,DJP B4J1NG4N T0L0L😂🤣😭😱,djp,negatif,netral
165,by_marhentin.ika,"Buat pegawai DJP, mutasi nasional itu adalah keniscayaan, suka ngga suka, mau ngga mau, siap ngga siap. Diterima, laksanakan, jalani. Apalagi kalo suami istri sama2 dinas di DJP.
Ada yg baru nikah sebulan, eh bulan berikutnya sdh LDMan. Ada yg pindah ke kota dinasnya suami, eh malah suaminya mutasi beda pulau. Ada juga yg baru lahiran, lha bapaknya si bayi mutasi dari zona WIB ke zona WIT.
Itu cerita sedihnya yg terkadang bikin hadeh hadeh plus menguras kantong",pegawai djp mutasi nasional niscaya suka tidak_suka mau tidak_mau siap tidak_siap terima laksana jalan suami istri sama dinas djp baru nikah bulan bulan ikut ldman pindah kota dinas suami malah suami mutasi beda pulau baru lahir lha bapak bayi mutasi zona wib zona wit cerita sedih terkadang bikin hadeh hadeh plus uras kantong,negatif,netral
166,mohilmiii,"Hidup adalah pilihan,
Jadi pns djp, adalah pilihan
Jadi ar tapi keluar hombes ? Bukan pilihan si, itu takdir wkwk
Kosan sebulan 3 jt tapi nyaman, cuman jarang balik rumah ? Pilihan
Kosan murah tapi sering balik rumah ? Juga pilihan,
Ya semua tentang pilihan, tapi ada takdirnya juga, jadi.
Ga ada sih, cuman nulis aja 🥲",hidup pilih pns djp pilih account representative keluar hombes bukan_pilihan takdir wkwk kosan bulan nyaman cuman jarang balik rumah pilih kosan murah sering balik rumah pilih pilih takdir tidak_cuman nulis,netral,negatif
167,kembang_kemboja_92,"Warga, negara kita ini udah mau bangkrut ya? Gue nanya aja serius. Karena perusahaan kecil tempat temen gue kerja, salah satu rekening banknya diblokir atas permintaan kantor pajak gara gara nunggak panjak 4 juta doang. Beneran 4 jt doang. Bukan 40 atau 400 jt. Padahal 4 jt palingan sekali makannya Rafi Ahmat yak. Udah sekere itu ya Indonesia? Sampe recehan aja diuber kaya ngejar duit miliaran",warga negara mau bangkrut nanya serius usaha kecil tempat temen kerja salah satu rekening bank blokir atas minta kantor pajak gara gara nunggak panjak juta doang beneran doang bukan_padahal paling sekali makan rafi ahmat yak kere indonesia sampe receh uber kaya ngejar uang miliar,negatif,negatif
168,mariasriningsihbm_,"Aku nggak minta pajakku dikurangin.
Aku cuma pengen ada di aplikasi PAJAK :
Selamat! Pajak Anda bulan ini berhasil digunakan untuk :
2 paving block jalan Kalimantan Timur
1/3 kursi sekolah di Papua Barat
5 meter marka jalan Samarinda
7 lembar kertas di kantor kecamatan Marga Sari Balikpapan
Terima kasih sudah berkontribusi untuk Indonesia 🎉😘 (jgn lupa emot cium, biar aku senang sebagai WNI)
Jadi tiap lihat fasilitas umum aku bisa bilang :
""wih Itu marka ada sahamku""
shibal, GITU AJA GA BISA",tidak_minta pajak rangin cuma ken aplikasi pajak selamat pajak bulan hasil guna paving block jalan kalimantan timur kursi sekolah papua barat meter marka jalan samarinda lembar kertas kantor camat marga sari balikpapan terima kasih kontribusi indonesia jangan_lupa emot cium senang wni tiap lihat fasilitas umum bilang wih marka saham shibal tidak,negatif,positif
169,awiejeep,"Pelaku UMKM dengan omzet 6 jt per bulan akan di kenakan pajak 🤣🤣🤣🤣
Pejabat dgn omzet ratusan juta pajaknya minta di bayarin negara 🤣🤣
Konoha begitu kaya yaaa 🤣🤣🤣🤣🤣",laku umkm omzet bulan kena pajak jabat omzet ratus juta pajak minta bayarin negara konoha kaya,negatif,negatif
170,anglalami_,"Buka tempat makan 2,5 bulan didatengin tukang pajak sekali, trus ditelponin, trus dikirk surat suruh bayar Ppn 10%, lha aku ini UMKM baru buka, sepajang jalan ruko yang aku sewa tahunan orang2 usaha cuma aku yang dapet surat dr UPT pajak? WHY??????? Aku pengen misoh, aku di PHK, buka usaha gk ada yang minjemin modal, baru jualan suruh bayar pajak, ki konsep urep macam apaaaa",buka tempat makan bulan didatengin tukang pajak sekali terus ditelponin terus dikirk surat suruh bayar ppn lha umkm baru buka pajang jalan ruko sewa tahun usaha cuma dapet surat upt pajak why ken misoh phk buka usaha tidak_minjemin modal baru jual suruh bayar pajak konsep urep macam,negatif,negatif
171,inainsyirah26,"In this economy, aku pelaku umkm, bisnis warkop kecil²an. Hari inu di datangi org pajak daerah, minta di bayarin pajak 😭😭. Mereka minta perbulan dg nominal y menurut kami besar.
Sedangkan perbulan aja pendapatan bersih gak sampai 1 jt
Terasa sampai keubun² sedih dan sesak, aceh lon sayang , indonesia tercinta 🥺",this economy laku umkm bisnis warkop kecil hari inu datang pajak daerah minta bayarin pajak minta bulan nominal besar bulan dapat bersih tidak_terasa keubun sedih sesak aceh lon sayang indonesia cinta,negatif,negatif
172,cek_lok4,"Mana ini Purbacot??? Yang katanya bc dan pajak ga tersentuh soal korupsi? Ehh, Aparat sebelah baru aja kebongkar boroknya dan lagi mati2an dibela loreng. Bahkan berusaha utk tidak tersentuh
Lu ngomongin bc pajak atau instansi sebelah purbacot??? Harus bubarin juga ga sih instansi sebelah itu kalau ikut statement lu sebelumnya??🤪🤪🤪
Mana ini masyarakat indo? Dah tersadarkan belum bahwa instansi sebelah yg tak tersentuh sama sekali🤪🤪🤪
Baru satu aja yg ketahuan, nilainya fantastis bener😍😍",purbacot kata pajak tidak_tersentuh soal korupsi ehh aparat belah baru bongkar borok mati bela loreng bahkan usaha tidak_tersentuh ngomongin pajak instansi belah purbacot bubarin tidak_instansi belah ikut statement belum masyarakat indo sadar belum_instansi belah tak sentuh sama sekali baru satu tahu nilai fantastis benar,negatif,negatif
173,cek_lok4,"Wedeww,baru 1 oknum aja udah rame bener
Bisa kali yee diaudit jaksa seluruh indo? Ehh lupa, ntar dipersulit kalau mau P21, Ehh lupa, ga ada yg berani yee
Eh lupa, malah ntar dituntut balek
Ehh baru ingat,inikan bukan bc dan pajak,ga seru bih beritanya 🤪🤪💩💩",wedeww baru oknum rame benar kali yee audit jaksa seluruh indo ehh lupa ntar sulit mau ehh lupa tidak_berani yee lupa malah ntar tuntut balek ehh baru ingat ini bukan_pajak tidak_seru bih berita,negatif,negatif
174,oetan.kayoe,"Mobil Tua, Ginjal Soak, Tapi Semangatnya Tak Pernah Usang.
Dua tahun lagi, suamiku akan pensiun sebagai ASN di Direktorat Jenderal Pajak.
Lembaga tempat ia mengabdi lebih dari separuh hidupnya.
Bagiku… ia adalah sosok yang luar biasa,
bukan karena jabatan,
tapi karena ia tetap menjalani semuanya meski tubuhnya perlahan melemah.
Menjadi istri pegawai pajak…
bukan hal yang selalu mudah.
Ada tatapan sinis. Ada komentar miring.
“Wah, pasti hidup mewah ya.”
Padahal...mereka tak pernah tahu.👇👇",mobil tua ginjal soak semangat tak pernah usang tahun suami pensiun asn direktorat jenderal pajak lembaga tempat abdi paruh hidup bagi sosok luar biasa bukan_jabatan tetap jalan semua meski tubuh perlahan lemah jadi istri pegawai pajak bukan_selalu mudah tatap sinis komentar miring wah hidup mewah padahal tak pernah tahu,netral,positif
175,martinsimb,"masih sering bingung kok bisa ya fungsional aja 1 kali luar pulau 2x homebase/dekat homebase. kita setara pelaksana, kerja hampir 11 tahun udah 2x luar pulau (pernah papua juga) cuman 4 tahun dekat homebase (beda provinsi lagi). sabar2 pegawai djp 😇",sering bingung fungsional kali luar pulau homebase dekat homebase tara laksana kerja hampir tahun luar pulau pernah papua cuman tahun dekat homebase beda provinsi sabar pegawai djp,negatif,netral
176,resa.r_r,"kasian juga jadi pegawai djp.
udah sosialisasi sana sini, teknis udah dipikirin scr matang, banyak pertanyaan dari wp dijawab dengan sabar, dan jadi tameng
agustus baru jalan 6 hari, peraturan mya ditunda sampe November 😂😂",kasi pegawai djp sosialisasi teknis dipikirin scr matang tanya wajib pajak jawab sabar tameng agustus baru jalan hari atur mya tunda sampe november,netral,netral
177,anita.elmona,"Apa profesi yang paling tidak kamu rekomendasikan untuk anakmu ketika sudah besar nanti?
Me:
1. Polisi/TNI
2. Pengacara, Hakim & Sejenisnya
3. Pegawai Pajak / Bank
Yang paling direkomendasikan
1. Engineer
2. Pedagang
3. Petani",profesi paling tidak_rekomendasikan anak besar polisi tni acara hakim jenis pegawai pajak bank paling rekomendasi engineer dagang tani,negatif,negatif
178,by_marhentin.ika,"Buat pegawai DJP, mutasi nasional itu adalah keniscayaan, suka ngga suka, mau ngga mau, siap ngga siap. Diterima, laksanakan, jalani. Apalagi kalo suami istri sama2 dinas di DJP.
Ada yg baru nikah sebulan, eh bulan berikutnya sdh LDMan. Ada yg pindah ke kota dinasnya suami, eh malah suaminya mutasi beda pulau. Ada juga yg baru lahiran, lha bapaknya si bayi mutasi dari zona WIB ke zona WIT.
Itu cerita sedihnya yg terkadang bikin hadeh hadeh plus menguras kantong.",pegawai djp mutasi nasional niscaya suka tidak_suka mau tidak_mau siap tidak_siap terima laksana jalan suami istri sama dinas djp baru nikah bulan bulan ikut ldman pindah kota dinas suami malah suami mutasi beda pulau baru lahir lha bapak bayi mutasi zona wib zona wit cerita sedih terkadang bikin hadeh hadeh plus uras kantong,netral,negatif
179,hope_toshine,"Gue drop banget krn hari ini diputuskan kena HUKDIS karena menolak untuk ikut Komcad ASN. Gue cewe, tentunya gue punya alasan yang logic knp sampe berat hati memilih untuk dapat konsekuensi drpd ikut komcad, tp gue ga bs share disini, takut ketauan bahwa ini gue. Rasanya hari ini sedih, hilang semangat, dan merasa mengecewakan ortu yg happy gue jadi PNS. Apakah ada yg senasib? Boleh donk ikut sharing disini buat kuatin gue.. btw gue ga butuh tau kalian siapa atau dr instansi mana..",drop hari putus kena hukdis tolak ikut komcad asn cewe tentu alas logic sampe berat hati pilih konsekuensi drpd ikut komcad tidak_share sini takut tau rasa hari sedih hilang semangat rasa kecewa ortu happy pns nasib donk ikut sharing sini kuatin btw tidak_butuh tau kalian instansi,netral,negatif
180,pajaksmart,"DJP TUTUP MULUT AJA DECH daripada Blunder Muluu 😨
Udah betul Purbaya suruh DJP HENTIKAN PENGUMUMAN BLUNDER !! Pada TOLOLL siih isinya😩
Penyuluh Kantor Pusat DJP ajah ASAL BACOT GAK PAKAI DASAR HUKUM, gimana Rakyat di lapangan ??😭😱",djp tutup mulut dech blunder muluu betul purbaya suruh djp henti umum blunder tololl siih isi suluh kantor pusat djp ajah asal bacot tidak_pakai dasar hukum rakyat lapang,negatif,negatif
181,diog.enessinope,"Purbaya Soroti Kesenjangan Gaji di Kemenkeu, Canda Potong Gaji Pegawai Pajak share.google/wKjBs…
Potong saja pak, udah overpaid dari tahun 2015, bayangkan aja AR yg lulusan SMA di DJP pada tahun 2015 Tukinnya minimal sudah 12.5 juta, belum gaji bonus dll. Lebih baik potong, dan berikan ke Dirjen lain, gantian angka tukinnya.",purbaya sorot senjang gaji kemenkeu canda potong gaji pegawai pajak share google wkjbs potong pak overpaid tahun bayang account representative lulus sma djp tahun tukinnya minimal juta belum_gaji bonus baik potong ikan dirjen ganti angka tukinnya,negatif,negatif
182,insanginanjar,"Mau lapor SPT lewat Coretax, tiba tiba kaget aja kok dibilang ada penghasilan dari BCA dan Shopee, klo sistem lapor lama ga pernah ky gini, ternyata dengan coretax ini kalau Lo jajan kopi trus dapat diskon cashback itu ada pajaknya..dan terbit bupot nya.., ternyata berbuntut panjang SPT jadi kurang bayar..ada yg pernah ky gini juga ga? Kira-kira setelah ini masih mau dapet diskon promo cashback dll ??",mau lapor spt lewat coretax tiba tiba kaget bilang hasil bca shopee sistem lapor lama tidak_pernah gin nyata coretax jajan kopi terus diskon cashback pajak terbit bupot nyata buntut panjang spt kurang_bayar pernah gin tidak_kira kira mau dapet diskon promo cashback,netral,positif
